Start date/time,End date/time,Total (grid consumption) [MWh]
"Mar 1, 2024 5:00 AM","Mar 1, 2024 6:00 AM","51,766.25"
"Mar 1, 2024 6:00 AM","Mar 1, 2024 7:00 AM","59,013.75"
"Mar 1, 2024 7:00 AM","Mar 1, 2024 8:00 AM","64,303.00"
"Mar 1, 2024 8:00 AM","Mar 1, 2024 9:00 AM","66,623.50"
"Mar 1, 2024 9:00 AM","Mar 1, 2024 10:00 AM","66,888.00"
"Mar 1, 2024 10:00 AM","Mar 1, 2024 11:00 AM","66,676.50"
"Mar 1, 2024 11:00 AM","Mar 1, 2024 12:00 PM","66,211.50"
"Mar 1, 2024 12:00 PM","Mar 1, 2024 1:00 PM","65,398.50"
"Mar 1, 2024 1:00 PM","Mar 1, 2024 2:00 PM","63,623.00"
"Mar 1, 2024 2:00 PM","Mar 1, 2024 3:00 PM","61,038.25"
"Mar 1, 2024 3:00 PM","Mar 1, 2024 4:00 PM","60,922.00"
"Mar 1, 2024 4:00 PM","Mar 1, 2024 5:00 PM","60,815.50"
"Mar 1, 2024 5:00 PM","Mar 1, 2024 6:00 PM","61,881.00"
"Mar 1, 2024 6:00 PM","Mar 1, 2024 7:00 PM","63,236.75"
"Mar 1, 2024 7:00 PM","Mar 1, 2024 8:00 PM","62,456.75"
"Mar 1, 2024 8:00 PM","Mar 1, 2024 9:00 PM","58,873.50"
"Mar 1, 2024 9:00 PM","Mar 1, 2024 10:00 PM","55,645.25"
"Mar 1, 2024 10:00 PM","Mar 1, 2024 11:00 PM","52,549.75"
"Mar 1, 2024 11:00 PM","Mar 2, 2024 12:00 AM","48,786.00"
"Mar 2, 2024 12:00 AM","Mar 2, 2024 1:00 AM","45,912.50"
"Mar 2, 2024 1:00 AM","Mar 2, 2024 2:00 AM","44,708.75"
"Mar 2, 2024 2:00 AM","Mar 2, 2024 3:00 AM","44,065.75"
"Mar 2, 2024 3:00 AM","Mar 2, 2024 4:00 AM","43,956.50"
"Mar 2, 2024 4:00 AM","Mar 2, 2024 5:00 AM","44,672.25"
"Mar 2, 2024 5:00 AM","Mar 2, 2024 6:00 AM","45,233.25"
"Mar 2, 2024 6:00 AM","Mar 2, 2024 7:00 AM","46,631.75"
"Mar 2, 2024 7:00 AM","Mar 2, 2024 8:00 AM","48,527.50"
"Mar 2, 2024 8:00 AM","Mar 2, 2024 9:00 AM","51,279.25"
"Mar 2, 2024 9:00 AM","Mar 2, 2024 10:00 AM","53,725.75"
"Mar 2, 2024 10:00 AM","Mar 2, 2024 11:00 AM","54,104.25"
"Mar 2, 2024 11:00 AM","Mar 2, 2024 12:00 PM","54,187.75"
"Mar 2, 2024 12:00 PM","Mar 2, 2024 1:00 PM","53,422.25"
"Mar 2, 2024 1:00 PM","Mar 2, 2024 2:00 PM","51,250.00"
"Mar 2, 2024 2:00 PM","Mar 2, 2024 3:00 PM","49,450.00"
"Mar 2, 2024 3:00 PM","Mar 2, 2024 4:00 PM","48,508.25"
"Mar 2, 2024 4:00 PM","Mar 2, 2024 5:00 PM","49,107.25"
"Mar 2, 2024 5:00 PM","Mar 2, 2024 6:00 PM","51,797.75"
"Mar 2, 2024 6:00 PM","Mar 2, 2024 7:00 PM","55,340.25"
"Mar 2, 2024 7:00 PM","Mar 2, 2024 8:00 PM","55,132.75"
"Mar 2, 2024 8:00 PM","Mar 2, 2024 9:00 PM","52,212.75"
"Mar 2, 2024 9:00 PM","Mar 2, 2024 10:00 PM","49,126.50"
"Mar 2, 2024 10:00 PM","Mar 2, 2024 11:00 PM","47,814.50"
"Mar 2, 2024 11:00 PM","Mar 3, 2024 12:00 AM","44,833.00"
"Mar 3, 2024 12:00 AM","Mar 3, 2024 1:00 AM","42,153.75"
"Mar 3, 2024 1:00 AM","Mar 3, 2024 2:00 AM","40,847.50"
"Mar 3, 2024 2:00 AM","Mar 3, 2024 3:00 AM","39,876.75"
"Mar 3, 2024 3:00 AM","Mar 3, 2024 4:00 AM","39,064.00"
"Mar 3, 2024 4:00 AM","Mar 3, 2024 5:00 AM","39,319.75"
"Mar 3, 2024 5:00 AM","Mar 3, 2024 6:00 AM","40,052.75"
"Mar 3, 2024 6:00 AM","Mar 3, 2024 7:00 AM","40,634.50"
"Mar 3, 2024 7:00 AM","Mar 3, 2024 8:00 AM","42,959.00"
"Mar 3, 2024 8:00 AM","Mar 3, 2024 9:00 AM","46,572.75"
"Mar 3, 2024 9:00 AM","Mar 3, 2024 10:00 AM","49,288.75"
"Mar 3, 2024 10:00 AM","Mar 3, 2024 11:00 AM","50,685.00"
"Mar 3, 2024 11:00 AM","Mar 3, 2024 12:00 PM","50,998.00"
"Mar 3, 2024 12:00 PM","Mar 3, 2024 1:00 PM","50,148.00"
"Mar 3, 2024 1:00 PM","Mar 3, 2024 2:00 PM","47,191.25"
"Mar 3, 2024 2:00 PM","Mar 3, 2024 3:00 PM","46,040.25"
"Mar 3, 2024 3:00 PM","Mar 3, 2024 4:00 PM","45,305.50"
"Mar 3, 2024 4:00 PM","Mar 3, 2024 5:00 PM","46,072.50"
"Mar 3, 2024 5:00 PM","Mar 3, 2024 6:00 PM","49,767.50"
"Mar 3, 2024 6:00 PM","Mar 3, 2024 7:00 PM","54,484.50"
"Mar 3, 2024 7:00 PM","Mar 3, 2024 8:00 PM","54,417.00"
"Mar 3, 2024 8:00 PM","Mar 3, 2024 9:00 PM","52,004.00"
"Mar 3, 2024 9:00 PM","Mar 3, 2024 10:00 PM","49,893.00"
"Mar 3, 2024 10:00 PM","Mar 3, 2024 11:00 PM","48,936.50"
"Mar 3, 2024 11:00 PM","Mar 4, 2024 12:00 AM","46,011.00"
"Mar 4, 2024 12:00 AM","Mar 4, 2024 1:00 AM","43,558.25"
"Mar 4, 2024 1:00 AM","Mar 4, 2024 2:00 AM","42,725.25"
"Mar 4, 2024 2:00 AM","Mar 4, 2024 3:00 AM","42,256.50"
"Mar 4, 2024 3:00 AM","Mar 4, 2024 4:00 AM","42,728.00"
"Mar 4, 2024 4:00 AM","Mar 4, 2024 5:00 AM","44,651.25"
"Mar 4, 2024 5:00 AM","Mar 4, 2024 6:00 AM","48,696.75"
"Mar 4, 2024 6:00 AM","Mar 4, 2024 7:00 AM","57,024.25"
"Mar 4, 2024 7:00 AM","Mar 4, 2024 8:00 AM","62,656.50"
"Mar 4, 2024 8:00 AM","Mar 4, 2024 9:00 AM","65,985.25"
"Mar 4, 2024 9:00 AM","Mar 4, 2024 10:00 AM","66,857.25"
"Mar 4, 2024 10:00 AM","Mar 4, 2024 11:00 AM","67,702.25"
"Mar 4, 2024 11:00 AM","Mar 4, 2024 12:00 PM","68,097.50"
"Mar 4, 2024 12:00 PM","Mar 4, 2024 1:00 PM","68,014.00"
"Mar 4, 2024 1:00 PM","Mar 4, 2024 2:00 PM","67,056.00"
"Mar 4, 2024 2:00 PM","Mar 4, 2024 3:00 PM","65,467.75"
"Mar 4, 2024 3:00 PM","Mar 4, 2024 4:00 PM","64,301.25"
"Mar 4, 2024 4:00 PM","Mar 4, 2024 5:00 PM","63,889.25"
"Mar 4, 2024 5:00 PM","Mar 4, 2024 6:00 PM","65,354.50"
"Mar 4, 2024 6:00 PM","Mar 4, 2024 7:00 PM","67,400.25"
"Mar 4, 2024 7:00 PM","Mar 4, 2024 8:00 PM","66,382.00"
"Mar 4, 2024 8:00 PM","Mar 4, 2024 9:00 PM","62,890.75"
"Mar 4, 2024 9:00 PM","Mar 4, 2024 10:00 PM","59,737.25"
"Mar 4, 2024 10:00 PM","Mar 4, 2024 11:00 PM","56,086.75"
"Mar 4, 2024 11:00 PM","Mar 5, 2024 12:00 AM","51,904.50"
"Mar 5, 2024 12:00 AM","Mar 5, 2024 1:00 AM","49,381.00"
"Mar 5, 2024 1:00 AM","Mar 5, 2024 2:00 AM","47,896.00"
"Mar 5, 2024 2:00 AM","Mar 5, 2024 3:00 AM","47,174.00"
"Mar 5, 2024 3:00 AM","Mar 5, 2024 4:00 AM","47,608.50"
"Mar 5, 2024 4:00 AM","Mar 5, 2024 5:00 AM","49,148.75"
"Mar 5, 2024 5:00 AM","Mar 5, 2024 6:00 AM","52,533.50"
"Mar 5, 2024 6:00 AM","Mar 5, 2024 7:00 AM","59,900.75"
"Mar 5, 2024 7:00 AM","Mar 5, 2024 8:00 AM","64,612.50"
"Mar 5, 2024 8:00 AM","Mar 5, 2024 9:00 AM","67,801.75"
"Mar 5, 2024 9:00 AM","Mar 5, 2024 10:00 AM","69,243.50"
"Mar 5, 2024 10:00 AM","Mar 5, 2024 11:00 AM","69,992.50"
"Mar 5, 2024 11:00 AM","Mar 5, 2024 12:00 PM","70,041.25"
"Mar 5, 2024 12:00 PM","Mar 5, 2024 1:00 PM","68,743.25"
"Mar 5, 2024 1:00 PM","Mar 5, 2024 2:00 PM","67,838.75"
"Mar 5, 2024 2:00 PM","Mar 5, 2024 3:00 PM","66,463.75"
"Mar 5, 2024 3:00 PM","Mar 5, 2024 4:00 PM","65,714.75"
"Mar 5, 2024 4:00 PM","Mar 5, 2024 5:00 PM","65,453.25"
"Mar 5, 2024 5:00 PM","Mar 5, 2024 6:00 PM","66,340.00"
"Mar 5, 2024 6:00 PM","Mar 5, 2024 7:00 PM","68,052.25"
"Mar 5, 2024 7:00 PM","Mar 5, 2024 8:00 PM","67,350.25"
"Mar 5, 2024 8:00 PM","Mar 5, 2024 9:00 PM","63,856.25"
"Mar 5, 2024 9:00 PM","Mar 5, 2024 10:00 PM","59,989.50"
"Mar 5, 2024 10:00 PM","Mar 5, 2024 11:00 PM","56,526.25"
"Mar 5, 2024 11:00 PM","Mar 6, 2024 12:00 AM","52,879.25"
"Mar 6, 2024 12:00 AM","Mar 6, 2024 1:00 AM","50,191.25"
"Mar 6, 2024 1:00 AM","Mar 6, 2024 2:00 AM","48,467.00"
"Mar 6, 2024 2:00 AM","Mar 6, 2024 3:00 AM","47,691.00"
"Mar 6, 2024 3:00 AM","Mar 6, 2024 4:00 AM","48,148.75"
"Mar 6, 2024 4:00 AM","Mar 6, 2024 5:00 AM","49,423.75"
"Mar 6, 2024 5:00 AM","Mar 6, 2024 6:00 AM","52,329.00"
"Mar 6, 2024 6:00 AM","Mar 6, 2024 7:00 AM","58,967.50"
"Mar 6, 2024 7:00 AM","Mar 6, 2024 8:00 AM","63,427.25"
"Mar 6, 2024 8:00 AM","Mar 6, 2024 9:00 AM","65,721.50"
"Mar 6, 2024 9:00 AM","Mar 6, 2024 10:00 AM","66,069.25"
"Mar 6, 2024 10:00 AM","Mar 6, 2024 11:00 AM","66,335.50"
"Mar 6, 2024 11:00 AM","Mar 6, 2024 12:00 PM","65,902.75"
"Mar 6, 2024 12:00 PM","Mar 6, 2024 1:00 PM","65,572.50"
"Mar 6, 2024 1:00 PM","Mar 6, 2024 2:00 PM","65,083.00"
"Mar 6, 2024 2:00 PM","Mar 6, 2024 3:00 PM","63,822.50"
"Mar 6, 2024 3:00 PM","Mar 6, 2024 4:00 PM","63,150.00"
"Mar 6, 2024 4:00 PM","Mar 6, 2024 5:00 PM","62,910.50"
"Mar 6, 2024 5:00 PM","Mar 6, 2024 6:00 PM","64,623.25"
"Mar 6, 2024 6:00 PM","Mar 6, 2024 7:00 PM","66,665.50"
"Mar 6, 2024 7:00 PM","Mar 6, 2024 8:00 PM","66,509.00"
"Mar 6, 2024 8:00 PM","Mar 6, 2024 9:00 PM","62,856.00"
"Mar 6, 2024 9:00 PM","Mar 6, 2024 10:00 PM","59,414.50"
"Mar 6, 2024 10:00 PM","Mar 6, 2024 11:00 PM","56,370.25"
"Mar 6, 2024 11:00 PM","Mar 7, 2024 12:00 AM","52,226.25"
"Mar 7, 2024 12:00 AM","Mar 7, 2024 1:00 AM","49,057.00"
"Mar 7, 2024 1:00 AM","Mar 7, 2024 2:00 AM","47,611.25"
"Mar 7, 2024 2:00 AM","Mar 7, 2024 3:00 AM","46,871.00"
"Mar 7, 2024 3:00 AM","Mar 7, 2024 4:00 AM","47,540.00"
"Mar 7, 2024 4:00 AM","Mar 7, 2024 5:00 AM","48,971.50"
"Mar 7, 2024 5:00 AM","Mar 7, 2024 6:00 AM","52,201.00"
"Mar 7, 2024 6:00 AM","Mar 7, 2024 7:00 AM","58,838.25"
"Mar 7, 2024 7:00 AM","Mar 7, 2024 8:00 AM","63,106.25"
"Mar 7, 2024 8:00 AM","Mar 7, 2024 9:00 AM","66,264.25"
"Mar 7, 2024 9:00 AM","Mar 7, 2024 10:00 AM","66,961.25"
"Mar 7, 2024 10:00 AM","Mar 7, 2024 11:00 AM","67,411.75"
"Mar 7, 2024 11:00 AM","Mar 7, 2024 12:00 PM","66,659.75"
"Mar 7, 2024 12:00 PM","Mar 7, 2024 1:00 PM","65,907.00"
"Mar 7, 2024 1:00 PM","Mar 7, 2024 2:00 PM","64,857.00"
"Mar 7, 2024 2:00 PM","Mar 7, 2024 3:00 PM","63,380.50"
"Mar 7, 2024 3:00 PM","Mar 7, 2024 4:00 PM","62,907.75"
"Mar 7, 2024 4:00 PM","Mar 7, 2024 5:00 PM","62,337.25"
"Mar 7, 2024 5:00 PM","Mar 7, 2024 6:00 PM","63,254.25"
"Mar 7, 2024 6:00 PM","Mar 7, 2024 7:00 PM","65,280.75"
"Mar 7, 2024 7:00 PM","Mar 7, 2024 8:00 PM","65,759.00"
"Mar 7, 2024 8:00 PM","Mar 7, 2024 9:00 PM","62,466.25"
"Mar 7, 2024 9:00 PM","Mar 7, 2024 10:00 PM","58,760.50"
"Mar 7, 2024 10:00 PM","Mar 7, 2024 11:00 PM","55,418.75"
"Mar 7, 2024 11:00 PM","Mar 8, 2024 12:00 AM","51,855.75"
"Mar 8, 2024 12:00 AM","Mar 8, 2024 1:00 AM","49,246.00"
"Mar 8, 2024 1:00 AM","Mar 8, 2024 2:00 AM","47,352.50"
"Mar 8, 2024 2:00 AM","Mar 8, 2024 3:00 AM","46,512.00"
"Mar 8, 2024 3:00 AM","Mar 8, 2024 4:00 AM","47,332.00"
"Mar 8, 2024 4:00 AM","Mar 8, 2024 5:00 AM","48,619.50"
"Mar 8, 2024 5:00 AM","Mar 8, 2024 6:00 AM","51,660.25"
"Mar 8, 2024 6:00 AM","Mar 8, 2024 7:00 AM","58,333.50"
"Mar 8, 2024 7:00 AM","Mar 8, 2024 8:00 AM","62,314.25"
"Mar 8, 2024 8:00 AM","Mar 8, 2024 9:00 AM","64,721.25"
"Mar 8, 2024 9:00 AM","Mar 8, 2024 10:00 AM","64,687.25"
"Mar 8, 2024 10:00 AM","Mar 8, 2024 11:00 AM","65,014.50"
"Mar 8, 2024 11:00 AM","Mar 8, 2024 12:00 PM","64,688.00"
"Mar 8, 2024 12:00 PM","Mar 8, 2024 1:00 PM","62,523.00"
"Mar 8, 2024 1:00 PM","Mar 8, 2024 2:00 PM","60,282.50"
"Mar 8, 2024 2:00 PM","Mar 8, 2024 3:00 PM","58,706.50"
"Mar 8, 2024 3:00 PM","Mar 8, 2024 4:00 PM","57,805.50"
"Mar 8, 2024 4:00 PM","Mar 8, 2024 5:00 PM","58,199.25"
"Mar 8, 2024 5:00 PM","Mar 8, 2024 6:00 PM","60,614.00"
"Mar 8, 2024 6:00 PM","Mar 8, 2024 7:00 PM","63,758.50"
"Mar 8, 2024 7:00 PM","Mar 8, 2024 8:00 PM","64,262.00"
"Mar 8, 2024 8:00 PM","Mar 8, 2024 9:00 PM","60,427.75"
"Mar 8, 2024 9:00 PM","Mar 8, 2024 10:00 PM","56,805.25"
"Mar 8, 2024 10:00 PM","Mar 8, 2024 11:00 PM","54,143.75"
"Mar 8, 2024 11:00 PM","Mar 9, 2024 12:00 AM","51,260.25"
"Mar 9, 2024 12:00 AM","Mar 9, 2024 1:00 AM","48,450.00"
"Mar 9, 2024 1:00 AM","Mar 9, 2024 2:00 AM","46,026.25"
"Mar 9, 2024 2:00 AM","Mar 9, 2024 3:00 AM","44,722.75"
"Mar 9, 2024 3:00 AM","Mar 9, 2024 4:00 AM","44,486.00"
"Mar 9, 2024 4:00 AM","Mar 9, 2024 5:00 AM","45,166.75"
"Mar 9, 2024 5:00 AM","Mar 9, 2024 6:00 AM","46,044.00"
"Mar 9, 2024 6:00 AM","Mar 9, 2024 7:00 AM","47,325.75"
"Mar 9, 2024 7:00 AM","Mar 9, 2024 8:00 AM","49,496.25"
"Mar 9, 2024 8:00 AM","Mar 9, 2024 9:00 AM","52,846.50"
"Mar 9, 2024 9:00 AM","Mar 9, 2024 10:00 AM","55,466.50"
"Mar 9, 2024 10:00 AM","Mar 9, 2024 11:00 AM","55,977.50"
"Mar 9, 2024 11:00 AM","Mar 9, 2024 12:00 PM","55,870.25"
"Mar 9, 2024 12:00 PM","Mar 9, 2024 1:00 PM","54,543.75"
"Mar 9, 2024 1:00 PM","Mar 9, 2024 2:00 PM","52,573.00"
"Mar 9, 2024 2:00 PM","Mar 9, 2024 3:00 PM","51,849.25"
"Mar 9, 2024 3:00 PM","Mar 9, 2024 4:00 PM","51,972.00"
"Mar 9, 2024 4:00 PM","Mar 9, 2024 5:00 PM","51,687.00"
"Mar 9, 2024 5:00 PM","Mar 9, 2024 6:00 PM","53,838.50"
"Mar 9, 2024 6:00 PM","Mar 9, 2024 7:00 PM","56,498.25"
"Mar 9, 2024 7:00 PM","Mar 9, 2024 8:00 PM","56,642.50"
"Mar 9, 2024 8:00 PM","Mar 9, 2024 9:00 PM","53,451.00"
"Mar 9, 2024 9:00 PM","Mar 9, 2024 10:00 PM","50,834.75"
"Mar 9, 2024 10:00 PM","Mar 9, 2024 11:00 PM","49,122.50"
"Mar 9, 2024 11:00 PM","Mar 10, 2024 12:00 AM","46,226.25"
"Mar 10, 2024 12:00 AM","Mar 10, 2024 1:00 AM","43,216.25"
"Mar 10, 2024 1:00 AM","Mar 10, 2024 2:00 AM","41,705.00"
"Mar 10, 2024 2:00 AM","Mar 10, 2024 3:00 AM","40,987.25"
"Mar 10, 2024 3:00 AM","Mar 10, 2024 4:00 AM","40,520.00"
"Mar 10, 2024 4:00 AM","Mar 10, 2024 5:00 AM","41,107.75"
"Mar 10, 2024 5:00 AM","Mar 10, 2024 6:00 AM","41,678.25"
"Mar 10, 2024 6:00 AM","Mar 10, 2024 7:00 AM","42,381.25"
"Mar 10, 2024 7:00 AM","Mar 10, 2024 8:00 AM","44,592.00"
"Mar 10, 2024 8:00 AM","Mar 10, 2024 9:00 AM","47,793.75"
"Mar 10, 2024 9:00 AM","Mar 10, 2024 10:00 AM","50,879.50"
"Mar 10, 2024 10:00 AM","Mar 10, 2024 11:00 AM","53,165.75"
"Mar 10, 2024 11:00 AM","Mar 10, 2024 12:00 PM","54,467.50"
"Mar 10, 2024 12:00 PM","Mar 10, 2024 1:00 PM","54,560.75"
"Mar 10, 2024 1:00 PM","Mar 10, 2024 2:00 PM","53,033.00"
"Mar 10, 2024 2:00 PM","Mar 10, 2024 3:00 PM","50,585.75"
"Mar 10, 2024 3:00 PM","Mar 10, 2024 4:00 PM","50,623.75"
"Mar 10, 2024 4:00 PM","Mar 10, 2024 5:00 PM","50,687.25"
"Mar 10, 2024 5:00 PM","Mar 10, 2024 6:00 PM","53,143.25"
"Mar 10, 2024 6:00 PM","Mar 10, 2024 7:00 PM","56,310.50"
"Mar 10, 2024 7:00 PM","Mar 10, 2024 8:00 PM","56,146.00"
"Mar 10, 2024 8:00 PM","Mar 10, 2024 9:00 PM","53,510.75"
"Mar 10, 2024 9:00 PM","Mar 10, 2024 10:00 PM","51,757.25"
"Mar 10, 2024 10:00 PM","Mar 10, 2024 11:00 PM","50,587.25"
"Mar 10, 2024 11:00 PM","Mar 11, 2024 12:00 AM","47,703.50"
"Mar 11, 2024 12:00 AM","Mar 11, 2024 1:00 AM","45,664.00"
"Mar 11, 2024 1:00 AM","Mar 11, 2024 2:00 AM","44,058.25"
"Mar 11, 2024 2:00 AM","Mar 11, 2024 3:00 AM","43,223.75"
"Mar 11, 2024 3:00 AM","Mar 11, 2024 4:00 AM","43,861.00"
"Mar 11, 2024 4:00 AM","Mar 11, 2024 5:00 AM","45,823.00"
"Mar 11, 2024 5:00 AM","Mar 11, 2024 6:00 AM","49,737.75"
"Mar 11, 2024 6:00 AM","Mar 11, 2024 7:00 AM","58,049.25"
"Mar 11, 2024 7:00 AM","Mar 11, 2024 8:00 AM","63,389.50"
"Mar 11, 2024 8:00 AM","Mar 11, 2024 9:00 AM","66,436.00"
"Mar 11, 2024 9:00 AM","Mar 11, 2024 10:00 AM","67,118.50"
"Mar 11, 2024 10:00 AM","Mar 11, 2024 11:00 AM","67,331.25"
"Mar 11, 2024 11:00 AM","Mar 11, 2024 12:00 PM","66,900.00"
"Mar 11, 2024 12:00 PM","Mar 11, 2024 1:00 PM","66,728.75"
"Mar 11, 2024 1:00 PM","Mar 11, 2024 2:00 PM","65,926.50"
"Mar 11, 2024 2:00 PM","Mar 11, 2024 3:00 PM","64,357.50"
"Mar 11, 2024 3:00 PM","Mar 11, 2024 4:00 PM","63,417.75"
"Mar 11, 2024 4:00 PM","Mar 11, 2024 5:00 PM","63,244.75"
"Mar 11, 2024 5:00 PM","Mar 11, 2024 6:00 PM","64,644.00"
"Mar 11, 2024 6:00 PM","Mar 11, 2024 7:00 PM","65,933.50"
"Mar 11, 2024 7:00 PM","Mar 11, 2024 8:00 PM","65,245.75"
"Mar 11, 2024 8:00 PM","Mar 11, 2024 9:00 PM","61,381.25"
"Mar 11, 2024 9:00 PM","Mar 11, 2024 10:00 PM","57,676.00"
"Mar 11, 2024 10:00 PM","Mar 11, 2024 11:00 PM","54,528.25"
"Mar 11, 2024 11:00 PM","Mar 12, 2024 12:00 AM","50,717.25"
"Mar 12, 2024 12:00 AM","Mar 12, 2024 1:00 AM","48,372.00"
"Mar 12, 2024 1:00 AM","Mar 12, 2024 2:00 AM","46,463.00"
"Mar 12, 2024 2:00 AM","Mar 12, 2024 3:00 AM","45,676.50"
"Mar 12, 2024 3:00 AM","Mar 12, 2024 4:00 AM","46,120.50"
"Mar 12, 2024 4:00 AM","Mar 12, 2024 5:00 AM","47,671.75"
"Mar 12, 2024 5:00 AM","Mar 12, 2024 6:00 AM","51,001.50"
"Mar 12, 2024 6:00 AM","Mar 12, 2024 7:00 AM","57,543.75"
"Mar 12, 2024 7:00 AM","Mar 12, 2024 8:00 AM","62,511.00"
"Mar 12, 2024 8:00 AM","Mar 12, 2024 9:00 AM","65,703.50"
"Mar 12, 2024 9:00 AM","Mar 12, 2024 10:00 AM","66,134.00"
"Mar 12, 2024 10:00 AM","Mar 12, 2024 11:00 AM","66,795.00"
"Mar 12, 2024 11:00 AM","Mar 12, 2024 12:00 PM","67,586.25"
"Mar 12, 2024 12:00 PM","Mar 12, 2024 1:00 PM","66,950.00"
"Mar 12, 2024 1:00 PM","Mar 12, 2024 2:00 PM","65,803.25"
"Mar 12, 2024 2:00 PM","Mar 12, 2024 3:00 PM","64,252.00"
"Mar 12, 2024 3:00 PM","Mar 12, 2024 4:00 PM","63,295.00"
"Mar 12, 2024 4:00 PM","Mar 12, 2024 5:00 PM","62,550.75"
"Mar 12, 2024 5:00 PM","Mar 12, 2024 6:00 PM","63,917.50"
"Mar 12, 2024 6:00 PM","Mar 12, 2024 7:00 PM","65,468.00"
"Mar 12, 2024 7:00 PM","Mar 12, 2024 8:00 PM","64,698.25"
"Mar 12, 2024 8:00 PM","Mar 12, 2024 9:00 PM","61,085.25"
"Mar 12, 2024 9:00 PM","Mar 12, 2024 10:00 PM","57,568.00"
"Mar 12, 2024 10:00 PM","Mar 12, 2024 11:00 PM","54,391.25"
"Mar 12, 2024 11:00 PM","Mar 13, 2024 12:00 AM","50,955.25"
"Mar 13, 2024 12:00 AM","Mar 13, 2024 1:00 AM","48,327.75"
"Mar 13, 2024 1:00 AM","Mar 13, 2024 2:00 AM","46,585.75"
"Mar 13, 2024 2:00 AM","Mar 13, 2024 3:00 AM","45,895.75"
"Mar 13, 2024 3:00 AM","Mar 13, 2024 4:00 AM","46,833.25"
"Mar 13, 2024 4:00 AM","Mar 13, 2024 5:00 AM","48,180.75"
"Mar 13, 2024 5:00 AM","Mar 13, 2024 6:00 AM","51,259.25"
"Mar 13, 2024 6:00 AM","Mar 13, 2024 7:00 AM","58,237.00"
"Mar 13, 2024 7:00 AM","Mar 13, 2024 8:00 AM","62,885.50"
"Mar 13, 2024 8:00 AM","Mar 13, 2024 9:00 AM","65,460.00"
"Mar 13, 2024 9:00 AM","Mar 13, 2024 10:00 AM","65,819.00"
"Mar 13, 2024 10:00 AM","Mar 13, 2024 11:00 AM","66,836.00"
"Mar 13, 2024 11:00 AM","Mar 13, 2024 12:00 PM","67,206.00"
"Mar 13, 2024 12:00 PM","Mar 13, 2024 1:00 PM","66,676.00"
"Mar 13, 2024 1:00 PM","Mar 13, 2024 2:00 PM","65,673.00"
"Mar 13, 2024 2:00 PM","Mar 13, 2024 3:00 PM","64,415.25"
"Mar 13, 2024 3:00 PM","Mar 13, 2024 4:00 PM","64,026.00"
"Mar 13, 2024 4:00 PM","Mar 13, 2024 5:00 PM","63,552.25"
"Mar 13, 2024 5:00 PM","Mar 13, 2024 6:00 PM","64,914.50"
"Mar 13, 2024 6:00 PM","Mar 13, 2024 7:00 PM","66,778.75"
"Mar 13, 2024 7:00 PM","Mar 13, 2024 8:00 PM","66,066.50"
"Mar 13, 2024 8:00 PM","Mar 13, 2024 9:00 PM","62,734.00"
"Mar 13, 2024 9:00 PM","Mar 13, 2024 10:00 PM","58,874.75"
"Mar 13, 2024 10:00 PM","Mar 13, 2024 11:00 PM","55,321.50"
"Mar 13, 2024 11:00 PM","Mar 14, 2024 12:00 AM","51,431.50"
"Mar 14, 2024 12:00 AM","Mar 14, 2024 1:00 AM","48,602.50"
"Mar 14, 2024 1:00 AM","Mar 14, 2024 2:00 AM","46,667.50"
"Mar 14, 2024 2:00 AM","Mar 14, 2024 3:00 AM","46,081.50"
"Mar 14, 2024 3:00 AM","Mar 14, 2024 4:00 AM","46,509.75"
"Mar 14, 2024 4:00 AM","Mar 14, 2024 5:00 AM","48,010.00"
"Mar 14, 2024 5:00 AM","Mar 14, 2024 6:00 AM","51,545.75"
"Mar 14, 2024 6:00 AM","Mar 14, 2024 7:00 AM","58,951.25"
"Mar 14, 2024 7:00 AM","Mar 14, 2024 8:00 AM","63,474.25"
"Mar 14, 2024 8:00 AM","Mar 14, 2024 9:00 AM","65,690.00"
"Mar 14, 2024 9:00 AM","Mar 14, 2024 10:00 AM","65,522.75"
"Mar 14, 2024 10:00 AM","Mar 14, 2024 11:00 AM","65,071.25"
"Mar 14, 2024 11:00 AM","Mar 14, 2024 12:00 PM","65,022.25"
"Mar 14, 2024 12:00 PM","Mar 14, 2024 1:00 PM","63,303.50"
"Mar 14, 2024 1:00 PM","Mar 14, 2024 2:00 PM","61,925.00"
"Mar 14, 2024 2:00 PM","Mar 14, 2024 3:00 PM","60,623.75"
"Mar 14, 2024 3:00 PM","Mar 14, 2024 4:00 PM","60,287.25"
"Mar 14, 2024 4:00 PM","Mar 14, 2024 5:00 PM","60,292.50"
"Mar 14, 2024 5:00 PM","Mar 14, 2024 6:00 PM","62,464.00"
"Mar 14, 2024 6:00 PM","Mar 14, 2024 7:00 PM","65,246.50"
"Mar 14, 2024 7:00 PM","Mar 14, 2024 8:00 PM","65,621.75"
"Mar 14, 2024 8:00 PM","Mar 14, 2024 9:00 PM","62,718.50"
"Mar 14, 2024 9:00 PM","Mar 14, 2024 10:00 PM","58,654.50"
"Mar 14, 2024 10:00 PM","Mar 14, 2024 11:00 PM","54,861.00"
"Mar 14, 2024 11:00 PM","Mar 15, 2024 12:00 AM","51,141.50"
"Mar 15, 2024 12:00 AM","Mar 15, 2024 1:00 AM","48,083.50"
